NO,"Release
Date",Movie,"Production
Budget","Domestic
Gross","Worldwide
Gross"
"1,348",8-Aug-19,Dora and the Lost City of Gold,"$49,000,000 ","$60,477,943 ","$120,592,276 "
"1,349",2-Nov-01,The One,"$49,000,000 ","$43,905,746 ","$72,689,126 "
"1,35",4-Mar-15,Chappie,"$49,000,000 ","$31,569,268 ","$105,002,056 "
"1,351",11-Jul-90,The Adventures of Ford Fairlane,"$49,000,000 ","$20,423,389 ","$20,423,389 "
"1,352",7-Sep-12,Anna Karenina,"$49,000,000 ","$12,816,367 ","$71,004,627 "
"1,353",24-May-89,Indiana Jones and the Last Crusade,"$48,000,000 ","$197,171,806 ","$474,171,806 "
"1,354",18-Oct-02,The Ring,"$48,000,000 ","$129,094,024 ","$248,218,486 "
"1,355",27-Dec-00,Traffic,"$48,000,000 ","$124,107,476 ","$208,300,000 "
"1,356",29-Mar-02,Panic Room,"$48,000,000 ","$95,308,367 ","$196,308,367 "
"1,357",2-Jan-15,Taken 3,"$48,000,000 ","$89,256,424 ","$327,656,424 "
"1,358",9-Oct-19,Zombieland: Double Tap,"$48,000,000 ","$73,118,130 ","$125,213,018 "
"1,359",6-Aug-99,The Thomas Crown Affair,"$48,000,000 ","$69,304,264 ","$124,304,264 "
"1,36",16-Nov-18,Instant Family,"$48,000,000 ","$67,363,237 ","$119,736,188 "
"1,361",5-Nov-99,The Bone Collector,"$48,000,000 ","$66,488,090 ","$151,463,090 "
"1,362",1-Oct-99,Three Kings,"$48,000,000 ","$60,652,036 ","$107,752,036 "
"1,363",22-Jan-10,Tooth Fairy,"$48,000,000 ","$60,022,256 ","$112,610,386 "
"1,364",17-Aug-01,Rat Race,"$48,000,000 ","$56,607,223 ","$86,607,223 "
"1,365",7-Sep-07,3:10 to Yuma,"$48,000,000 ","$53,606,916 ","$71,171,825 "
"1,366",13-Aug-01,K-PAX,"$48,000,000 ","$50,315,140 ","$64,978,140 "
"1,367",25-Dec-01,Kate and Leopold,"$48,000,000 ","$47,095,453 ","$70,937,778 "
"1,368",20-Oct-00,Bedazzled,"$48,000,000 ","$37,879,996 ","$90,376,224 "
"1,369",26-Jun-98,Out of Sight,"$48,000,000 ","$37,562,568 ","$77,562,568 "
"1,37",14-Dec-84,The Cotton Club,"$48,000,000 ","$25,928,721 ","$25,928,721 "
"1,371",13-Nov-19,Charlie’s Angels,"$48,000,000 ","$17,801,306 ","$73,235,048 "
"1,372",25-Jan-08,Rambo,"$47,500,000 ","$42,754,105 ","$113,244,290 "
"1,373",13-Jul-16,The Infiltrator,"$47,500,000 ","$15,436,808 ","$22,152,137 "
"1,374",15-Jun-90,Dick Tracy,"$47,000,000 ","$103,738,726 ","$162,738,726 "
"1,375",9-Nov-16,Arrival,"$47,000,000 ","$100,546,139 ","$202,754,970 "
"1,376",14-Jun-96,The Cable Guy,"$47,000,000 ","$60,240,295 ","$102,825,796 "
"1,377",19-Nov-93,Addams Family Values,"$47,000,000 ","$46,293,855 ","$46,293,855 "
"1,378",22-Apr-09,Earth,"$47,000,000 ","$32,011,576 ","$116,773,317 "
"1,379",19-Oct-01,Riding in Cars with Boys,"$47,000,000 ","$29,781,453 ","$29,781,453 "
"1,38",5-Jan-07,Happily N'Ever After,"$47,000,000 ","$15,849,032 ","$37,923,818 "
"1,381",27-Nov-02,Solaris,"$47,000,000 ","$14,970,038 ","$14,970,038 "
"1,382",18-Jun-10,Jonah Hex,"$47,000,000 ","$10,547,117 ","$11,022,696 "
"1,383",23-Feb-96,Mary Reilly,"$47,000,000 ","$5,707,094 ","$12,900,000 "
"1,384",23-Dec-16,Silence,"$46,500,000 ","$7,100,177 ","$23,726,626 "
"1,385",4-Oct-12,Mr. Nobody,"$46,500,000 ","$3,622 ","$22,254 "
"1,386",20-Jun-97,My Best Friend's Wedding,"$46,000,000 ","$126,813,153 ","$298,923,419 "
"1,387",20-Jul-01,America's Sweethearts,"$46,000,000 ","$93,607,673 ","$160,648,493 "
"1,388",22-Nov-96,Star Trek: First Contact,"$46,000,000 ","$92,027,888 ","$150,000,000 "
"1,389",24-Oct-03,Brother Bear,"$46,000,000 ","$85,336,277 ","$250,397,798 "
"1,39",24-May-02,Insomnia,"$46,000,000 ","$67,263,182 ","$113,622,499 "
"1,391",19-Sep-13,Prisoners,"$46,000,000 ","$61,002,302 ","$113,310,547 "
"1,392",12-Jul-96,Courage Under Fire,"$46,000,000 ","$59,003,384 ","$100,833,145 "
"1,393",17-Sep-82,Inchon,"$46,000,000 ","$4,408,636 ","$4,408,636 "
"1,394",5-Nov-15,Arthur and the War of Two Worlds,"$45,500,000 ","$347,136 ","$36,180,824 "
"1,395",21-Mar-97,Liar Liar,"$45,000,000 ","$181,410,615 ","$302,710,615 "
"1,396",20-Nov-98,A Bug’s Life,"$45,000,000 ","$162,798,565 ","$363,095,319 "
"1,397",27-Sep-12,Taken 2,"$45,000,000 ","$139,854,287 ","$377,807,404 "
"1,398",27-May-94,The Flintstones,"$45,000,000 ","$130,531,208 ","$358,500,000 "
"1,399",24-Oct-03,Scary Movie 3,"$45,000,000 ","$110,000,082 ","$155,200,000 "
"1,4",22-Dec-00,Miss Congeniality,"$45,000,000 ","$106,807,667 ","$213,420,951 "
"1,401",21-Dec-17,Pitch Perfect 3,"$45,000,000 ","$104,897,530 ","$185,736,412 "
"1,402",11-Jul-08,Journey to the Center of the Earth,"$45,000,000 ","$101,704,370 ","$243,180,937 "
"1,403",17-Dec-93,The Pelican Brief,"$45,000,000 ","$100,768,056 ","$187,995,859 "
"1,404",11-Aug-04,The Princess Diaries 2: Royal Engagement,"$45,000,000 ","$95,149,435 ","$134,713,435 "
"1,405",25-Dec-07,The Bucket List,"$45,000,000 ","$93,466,502 ","$174,807,445 "
"1,406",20-Jul-94,The Client,"$45,000,000 ","$92,115,211 ","$117,615,211 "
"1,407",23-Nov-11,The Muppets,"$45,000,000 ","$88,625,922 ","$160,971,922 "
"1,408",5-Jun-92,Patriot Games,"$45,000,000 ","$83,287,363 ","$178,100,000 "
"1,409",13-May-05,Monster-in-Law,"$45,000,000 ","$82,931,301 ","$155,931,301 "
"1,41",5-Oct-01,Training Day,"$45,000,000 ","$76,261,036 ","$104,505,352 "
"1,411",5-Oct-16,The Girl on the Train,"$45,000,000 ","$75,395,035 ","$174,278,214 "
"1,412",24-Dec-99,Galaxy Quest,"$45,000,000 ","$71,423,726 ","$90,523,726 "
"1,413",4-Jul-01,Scary Movie 2,"$45,000,000 ","$71,277,420 ","$141,189,101 "
"1,414",21-Aug-98,Blade,"$45,000,000 ","$70,141,876 ","$131,237,688 "
"1,415",14-Jan-05,Coach Carter,"$45,000,000 ","$67,264,877 ","$76,665,507 "
"1,416",19-Mar-10,The Bounty Hunter,"$45,000,000 ","$67,061,228 ","$135,808,837 "
"1,417",12-Apr-02,Changing Lanes,"$45,000,000 ","$66,790,248 ","$66,790,248 "
"1,418",11-Apr-97,Anaconda,"$45,000,000 ","$65,598,907 ","$136,998,907 "
"1,419",20-Jan-06,Underworld: Evolution,"$45,000,000 ","$62,318,875 ","$113,417,762 "
"1,42",22-Nov-19,A Beautiful Day in the Neighborhood,"$45,000,000 ","$61,696,436 ","$68,590,003 "
"1,421",4-Aug-00,Coyote Ugly,"$45,000,000 ","$60,786,269 ","$113,916,474 "
"1,422",7-Nov-03,Love Actually,"$45,000,000 ","$59,472,278 ","$246,546,998 "
"1,423",9-Aug-96,Jack,"$45,000,000 ","$58,617,334 ","$58,617,334 "
"1,424",7-Oct-94,The Specialist,"$45,000,000 ","$57,362,581 ","$170,362,581 "
"1,425",8-Dec-16,Office Christmas Party,"$45,000,000 ","$54,767,494 ","$115,097,874 "
"1,426",16-Aug-96,Tin Cup,"$45,000,000 ","$53,854,588 ","$75,854,588 "
"1,427",23-Nov-05,"Yours, Mine and Ours","$45,000,000 ","$53,359,917 ","$72,359,917 "
"1,428",13-May-05,Kicking and Screaming,"$45,000,000 ","$52,842,724 ","$55,842,724 "
"1,429",29-Apr-05,The Hitchhiker's Guide to the Galaxy,"$45,000,000 ","$51,019,112 ","$102,746,214 "
"1,43",21-Sep-07,Resident Evil: Extinction,"$45,000,000 ","$50,648,679 ","$149,871,103 "
"1,431",25-Dec-04,Fat Albert,"$45,000,000 ","$48,114,556 ","$48,563,556 "
"1,432",6-Jul-12,Savages,"$45,000,000 ","$47,323,100 ","$82,513,490 "
"1,433",30-Sep-94,The River Wild,"$45,000,000 ","$46,815,000 ","$94,215,000 "
"1,434",22-May-14,Blended,"$45,000,000 ","$46,290,741 ","$127,990,741 "
"1,435",15-Jun-16,All Eyez on Me,"$45,000,000 ","$44,922,302 ","$57,697,426 "
"1,436",26-Mar-21,Peter Rabbit 2: The Runaway,"$45,000,000 ","$40,501,717 ","$150,976,764 "
"1,437",13-Jan-06,Last Holiday,"$45,000,000 ","$38,399,961 ","$43,343,247 "
"1,438",3-Mar-06,16 Blocks,"$45,000,000 ","$36,895,141 ","$65,595,141 "
"1,439",14-Jul-95,The Indian in the Cupboard,"$45,000,000 ","$35,627,222 ","$35,627,222 "
"1,44",10-Sep-04,Cellular,"$45,000,000 ","$32,003,620 ","$61,453,420 "
"1,441",9-Mar-23,65,"$45,000,000 ","$31,967,087 ","$56,167,087 "
"1,442",31-Oct-19,Doctor Sleep,"$45,000,000 ","$31,581,712 ","$71,720,838 "
"1,443",28-Jul-06,The Ant Bully,"$45,000,000 ","$28,142,535 ","$49,610,898 "
"1,444",11-Apr-03,Johnny English,"$45,000,000 ","$28,013,509 ","$161,735,791 "
"1,445",14-Dec-84,Dune,"$45,000,000 ","$27,447,471 ","$27,503,491 "
"1,446",31-Jul-09,Aliens in the Attic,"$45,000,000 ","$25,200,412 ","$59,551,283 "
"1,447",14-Sep-07,Across the Universe,"$45,000,000 ","$24,343,673 ","$29,367,143 "
"1,448",26-Dec-08,Revolutionary Road,"$45,000,000 ","$22,951,340 ","$79,604,820 "
"1,449",29-Aug-08,Babylon A.D.,"$45,000,000 ","$22,532,572 ","$70,216,497 "
"1,45",13-Dec-19,Richard Jewell,"$45,000,000 ","$22,345,542 ","$43,092,210 "
"1,451",4-Nov-94,Frankenstein,"$45,000,000 ","$22,006,296 ","$112,006,296 "
"1,452",4-Oct-96,The Glimmer Man,"$45,000,000 ","$20,404,841 ","$36,404,841 "
"1,453",1-May-19,UglyDolls,"$45,000,000 ","$20,150,241 ","$32,630,599 "
"1,454",17-Jul-96,Multiplicity,"$45,000,000 ","$20,133,326 ","$20,133,326 "
"1,455",19-Jan-01,The Pledge,"$45,000,000 ","$19,719,930 ","$29,406,132 "
"1,456",16-Dec-05,The Producers: The Movie Musical,"$45,000,000 ","$19,398,532 ","$32,952,995 "
"1,457",15-Jul-22,Paws of Fury: The Legend of Hank,"$45,000,000 ","$17,811,382 ","$40,166,138 "
"1,458",7-Jun-96,The Phantom,"$45,000,000 ","$17,220,599 ","$17,220,599 "
"1,459",1-Jul-05,Rebound,"$45,000,000 ","$16,809,014 ","$17,492,014 "
"1,46",19-Feb-10,The Ghost Writer,"$45,000,000 ","$15,541,549 ","$65,532,491 "
"1,461",22-Dec-00,All the Pretty Horses,"$45,000,000 ","$15,527,125 ","$18,120,267 "
"1,462",5-Sep-08,Bangkok Dangerous,"$45,000,000 ","$15,298,133 ","$46,598,133 "
"1,463",20-Dec-95,Nixon,"$45,000,000 ","$13,668,249 ","$34,668,249 "
"1,464",7-Sep-12,Dredd,"$45,000,000 ","$13,414,714 ","$41,467,606 "
"1,465",28-Oct-11,The Rum Diary,"$45,000,000 ","$13,109,815 ","$21,544,732 "
"1,466",30-Jan-98,Deep Rising,"$45,000,000 ","$11,203,026 ","$11,203,026 "
"1,467",21-Dec-18,Welcome to Marwen,"$45,000,000 ","$10,763,520 ","$13,086,137 "
"1,468",29-Nov-19,Bloodshot,"$45,000,000 ","$10,021,787 ","$37,163,054 "
"1,469",5-Oct-07,The Seeker: The Dark is Rising,"$45,000,000 ","$8,794,452 ","$31,852,619 "
"1,47",21-Oct-11,Johnny English Reborn,"$45,000,000 ","$8,406,711 ","$164,640,401 "
"1,471",26-Sep-08,Miracle at St. Anna,"$45,000,000 ","$7,916,887 ","$9,676,497 "
"1,472",5-Apr-02,Big Trouble,"$45,000,000 ","$7,262,288 ","$8,488,871 "
"1,473",21-Dec-06,Man cheng jin dai huang jin jia,"$45,000,000 ","$6,566,773 ","$76,904,429 "
"1,474",16-Nov-07,Love in the Time of Cholera,"$45,000,000 ","$4,617,608 ","$31,077,418 "
"1,475",25-Dec-02,Pinocchio,"$45,000,000 ","$3,681,811 ","$31,681,811 "
"1,476",31-Jan-97,Shadow Conspiracy,"$45,000,000 ","$2,154,540 ","$2,154,540 "
"1,477",16-Jun-12,Foodfight!,"$45,000,000 ",$0 ,"$120,323 "
"1,478",11-Nov-20,Hillbilly Elegy,"$45,000,000 ",$0 ,"$38,852 "
"1,479",11-Oct-12,Argo,"$44,500,000 ","$136,025,503 ","$227,140,757 "
"1,48",6-Aug-93,The Fugitive,"$44,000,000 ","$183,875,760 ","$353,715,317 "
"1,481",22-May-85,Rambo: First Blood Part II,"$44,000,000 ","$150,415,432 ","$300,400,000 "
"1,482",18-Oct-96,Sleepers,"$44,000,000 ","$53,300,852 ","$165,600,852 "
"1,483",30-Jul-10,Charlie St. Cloud,"$44,000,000 ","$31,206,263 ","$48,478,084 "
"1,484",2-Feb-96,The Juror,"$44,000,000 ","$22,730,924 ","$22,730,924 "
"1,485",6-Feb-14,The Interview,"$44,000,000 ","$6,105,175 ","$12,342,632 "
"1,486",19-Nov-80,Heaven's Gate,"$44,000,000 ","$3,484,331 ","$3,484,523 "
"1,487",28-Jun-13,The Heat,"$43,000,000 ","$159,581,587 ","$229,727,774 "
"1,488",19-Dec-00,Finding Forrester,"$43,000,000 ","$51,768,623 ","$80,013,623 "
"1,489",14-Apr-00,28 Days,"$43,000,000 ","$37,035,515 ","$62,063,972 "
"1,49",13-May-05,Danny the Dog,"$43,000,000 ","$24,537,621 ","$49,037,621 "
"1,491",12-Apr-02,The Sweetest Thing,"$43,000,000 ","$24,430,272 ","$63,078,756 "
"1,492",25-Oct-18,The Girl in the Spider’s Web,"$43,000,000 ","$14,828,555 ","$34,983,342 "
"1,493",27-Oct-21,Last Night in Soho,"$43,000,000 ","$10,127,625 ","$22,876,948 "
"1,494",7-Oct-16,A Monster Calls,"$43,000,000 ","$3,740,823 ","$46,414,530 "
"1,495",28-Jan-11,The Mechanic,"$42,500,000 ","$29,121,498 ","$76,347,393 "
"1,496",30-Jun-93,The Firm,"$42,000,000 ","$158,340,892 ","$270,340,892 "
"1,497",14-Mar-12,21 Jump Street,"$42,000,000 ","$138,447,667 ","$202,812,429 "
"1,498",28-May-99,Notting Hill,"$42,000,000 ","$116,089,678 ","$363,718,196 "
"1,499",25-Dec-19,Little Women,"$42,000,000 ","$108,095,955 ","$218,838,386 "
"1,5",21-Jun-00,Chicken Run,"$42,000,000 ","$106,793,915 ","$227,793,915 "
